prefix,firstname,surname,dob,dod,alias_type,alias,start,end,corresponding_id
Mr,Henry,Paget,1797-07-06,1869-02-07,lord_membership,Lord Paget,1833-01-15,1869-02-07,
Mr,Henry,Paget,1797-07-06,1869-02-07,lord_membership,Earl of Uxbridge,1854-04-29,1869-02-07,
Mr,Henry,Paget,1797-07-06,1869-02-07,lord_membership,Lord Paget de Beaudesert,1854-04-29,1869-02-07,
Mr,Thomas,Pakenham,,1835-05-24,lord_membership,Baron Silchester,1821-07-17,1835-05-24,6819.0
Sir,John,Pakington,1799-02-20,1880-09-04,lord_membership,Baron Hampton,1874-01-01,1880-09-04,3481.0
Sir,John,Pakington,1799-02-20,1880-09-04,lord_membership,Baron Harrington,1880-01-01,1880-09-04,3481.0
Sir,John,Pakington,1799-02-20,1880-09-04,alternative_name,John Russell,1799-01-01,1830-12-31,
Mr,Lawrence,Palk,1846-09-06,1903-12-31,lord_membership,Baron Haldon,1883-03-22,1903-12-31,
Mr,Lawrence,Palk,1869-07-13,1933-01-12,lord_membership,Baron Haldon,1903-12-31,1933-01-12,
Sir,Lawrence,Palk,1818-01-01,1883-12-31,lord_membership,Baron Haldon,1880-01-01,1883-12-31,
Mr,Roundell,Palmer,1812-01-01,1895-12-31,lord_membership,Baron Selborne,1872-01-01,1895-12-31,4004.0
Mr,Roundell,Palmer,1812-01-01,1895-12-31,lord_membership,Earl Selborne,1882-12-30,1895-05-04,4004.0
Mr,Roundell,Palmer,1812-01-01,1895-12-31,lord_membership,Earl of Selborne,1883-01-01,1895-12-31,4004.0
Viscount,,Palmerston,1784-01-01,1865-12-31,alternative_name,Henry Temple,1784-01-01,1865-12-31,
Mr,James,Parke,,1868-02-25,lord_membership,Baron Wensleydale,1856-07-23,1868-02-25,
Mr,John,Parker,1772-05-03,1840-03-14,lord_membership,Baron Boringdon of Boringdon,1788-04-27,1840-03-14,6718.0
Mr,John,Parker,1772-05-03,1840-03-14,lord_membership,Earl of Morley,1815-11-29,1840-03-14,
Mr,John,Parker,1772-05-03,1840-03-14,lord_membership,Viscount Boringdon of North Molton,1815-11-29,1840-03-14,
Mr,Henry,Parnell,1809-03-23,1890-10-10,lord_membership,Baron Congleton,1883-10-23,1890-10-10,
Mr,Henry,Parnell,1839-07-10,1906-11-12,lord_membership,Baron Congleton,1890-10-10,1906-11-12,
Mr,Henry,Parnell,1890-09-06,1914-11-10,lord_membership,Baron Congleton,1906-11-12,1914-11-10,
Sir,Henry,Parnell,1776-01-01,1842-12-31,lord_membership,Baron Congleton,1841-08-18,1842-06-08,
Mr,John,Parnell,1805-06-16,1883-10-23,lord_membership,Baron Congleton,1842-06-08,1883-10-23,6617.0
Mr,Julian,Pauncefote,1828-09-13,1902-05-24,lord_membership,Baron Pauncefote,1899-08-18,1902-05-24,7165.0
Sir,Weetman,Pearson,1856-01-01,1927-05-01,lord_membership,Baron Cowdray,1910-07-16,1927-05-01,
Sir,Weetman,Pearson,1856-01-01,1927-05-01,lord_membership,Viscount Cowdray,1910-07-16,1927-05-01,
Mr,Alexander,Peckover,1830-08-16,1919-10-21,lord_membership,Baron Peckover,1907-07-20,1919-10-21,7254.0
Mr,Arthur,Peel,1829-01-01,1912-10-24,lord_membership,Viscount Peel,1895-01-01,1912-10-24,
Lord,,Pelham,1838-01-01,1902-05-28,lord_membership,Earl of Chichester,1886-01-01,1902-05-28,4889.0
Lord,,Pelham,1838-01-01,1902-05-28,lord_membership,Baron Pelham of Stanmer,1886-03-16,1902-05-28,4889.0
Lord,,Pelham,1838-01-01,1902-05-28,alternative_name,Walter Pelham,1838-01-01,1902-12-31,
Hon.,Charles,Pelham,1809-01-01,1862-12-31,lord_membership,Earl of Yarborough,1846-01-01,1862-12-31,
Hon.,Charles,Pelham,1809-01-01,1862-12-31,alternative_name,Lord Worsley,1837-01-01,1846-12-31,
Mr,Charles,Pelham,,1846-09-05,lord_membership,Earl Yarborough,1837-01-30,1846-09-05,
Mr,Francis,Pelham,1844-10-18,1905-04-21,lord_membership,Baron Pelham of Stanmer,1902-05-28,1905-04-21,7195.0
Mr,Francis,Pelham,1844-10-18,1905-04-21,lord_membership,Earl of Chichester,1902-05-28,1905-04-21,7195.0
Mr,Henry,Pelham,1804-08-25,1886-03-15,lord_membership,Baron Pelham of Stanmer,1826-07-04,1886-03-15,6556.0
Mr,Henry,Pelham,1804-08-25,1886-03-15,lord_membership,Earl of Chichester,1826-07-04,1886-03-15,6556.0
Mr,Jocelyn,Pelham,1871-05-21,1926-11-14,lord_membership,Baron Pelham of Stanmer,1905-04-21,1926-11-14,7225.0
Mr,Jocelyn,Pelham,1871-05-21,1926-11-14,lord_membership,Earl of Chichester,1905-04-21,1926-11-14,7225.0
Mr,Thomas,Pelham,1728-02-28,1805-01-08,lord_membership,Baron Pelham of Stanmer,1768-11-17,1805-01-08,
Mr,Thomas,Pelham,1728-02-28,1805-01-08,lord_membership,Earl of Chichester,1801-06-02,1805-01-08,
Mr,Thomas,Pelham,1756-04-28,1826-07-04,lord_membership,Baron Pelham of Stanmer,1801-06-01,1826-07-04,
Mr,Thomas,Pelham,1756-04-28,1826-07-04,lord_membership,Earl of Chichester,1805-01-08,1826-07-04,
Mr,Edward,Pellew,,1833-01-23,lord_membership,Baron Exmouth,1814-06-01,1833-01-23,
Mr,Edward,Pellew,,1833-01-23,lord_membership,Viscount Exmouth,1816-12-10,1833-01-23,
Mr,Thomas,Pemberton Leigh,,1867-10-07,lord_membership,Baron Kingsdown,1858-08-28,1867-10-07,
Mr,Charles,Pepys,1824-04-30,1863-02-18,lord_membership,Baron Cottenham,1851-04-29,1863-02-18,
Mr,Charles,Pepys,1824-04-30,1863-02-18,lord_membership,Earl of Cottenham,1851-04-29,1863-02-18,
Mr,Charles,Pepys,1824-04-30,1863-02-18,lord_membership,Viscount Crowhurst,1851-04-29,1863-02-18,
Sir,Charles,Pepys,1781-01-01,1851-12-31,lord_membership,Baron Cottenham,1836-01-01,1851-12-31,
Sir,Charles,Pepys,1781-01-01,1851-12-31,lord_membership,Earl of Cottenham,1850-01-01,1851-12-31,
Sir,Charles,Pepys,1781-01-01,1851-12-31,lord_membership,Viscount Crowhurst,1850-06-11,1851-04-29,
Mr,Kenelm,Pepys,1874-05-18,1919-04-22,lord_membership,Baron Cottenham,1881-01-20,1919-04-22,7001.0
Mr,Kenelm,Pepys,1874-05-18,1919-04-22,lord_membership,Earl of Cottenham,1881-01-20,1919-04-22,7001.0
Mr,Kenelm,Pepys,1874-05-18,1919-04-22,lord_membership,Viscount Crowhurst,1881-01-20,1919-04-22,7001.0
Mr,William,Pepys,1825-08-15,1881-01-20,lord_membership,Baron Cottenham,1863-02-18,1881-01-20,6884.0
Mr,William,Pepys,1825-08-15,1881-01-20,lord_membership,Earl of Cottenham,1863-02-18,1881-01-20,6884.0
Mr,William,Pepys,1825-08-15,1881-01-20,lord_membership,Viscount Crowhurst,1863-02-18,1881-01-20,6884.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,lord_membership,Baron Arden,1897-09-05,1910-08-11,7141.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,lord_membership,Lord Lovel and Holland,1897-09-05,1910-08-11,7141.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,alternative_title,Baron Arden,1897-09-05,1910-08-11,7141.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,alternative_title,Baron Perceval of Burton,1897-09-05,1910-08-11,7141.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,alternative_title,Earl of Egmont,1897-09-05,1910-08-11,7141.0
Mr,Augustus,Perceval,1856-06-04,1910-08-11,alternative_title,Viscount Perceval of Kanturk,1897-09-05,1910-08-11,7141.0
Mr,Charles,Perceval,1845-01-01,1897-12-31,lord_membership,Earl of Egmont,1874-01-01,1897-12-31,
Mr,Charles,Perceval,1845-01-01,1897-12-31,lord_membership,Baron Arden,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1845-01-01,1897-12-31,lord_membership,Lord Lovel and Holland,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1845-01-01,1897-12-31,alternative_title,Baron Arden,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1845-01-01,1897-12-31,alternative_title,Baron Perceval of Burton,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1845-01-01,1897-12-31,alternative_title,Earl of Egmont,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1845-01-01,1897-12-31,alternative_title,Viscount Perceval of Kanturk,1874-08-02,1897-09-05,
Mr,Charles,Perceval,1756-10-01,1840-07-05,lord_membership,Baron Arden,1802-07-28,1840-07-05,6764.0
Mr,Charles,Perceval,1756-10-01,1840-07-05,alternative_title,Baron Arden,1784-06-11,1840-07-05,6764.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,lord_membership,Baron Arden,1910-08-11,1929-01-10,7287.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,lord_membership,Lord Lovel and Holland,1910-08-11,1929-01-10,7287.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,alternative_title,Baron Arden,1910-08-11,1929-01-10,7287.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,alternative_title,Baron Perceval of Burton,1910-08-11,1929-01-10,7287.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,alternative_title,Earl of Egmont,1910-08-11,1929-01-10,7287.0
Mr,Charles,Perceval,1858-06-29,1929-01-10,alternative_title,Viscount Perceval of Kanturk,1910-08-11,1929-01-10,7287.0
Hon.,George,Perceval,1794-01-01,1874-12-31,lord_membership,Baron Arden,1840-01-01,1874-12-31,
Hon.,George,Perceval,1794-01-01,1874-12-31,lord_membership,Earl of Egmont,1841-01-01,1874-12-31,3558.0
Hon.,George,Perceval,1794-01-01,1874-12-31,lord_membership,Lord Lovel and Holland,1841-12-23,1874-08-02,3558.0
Hon.,George,Perceval,1794-01-01,1874-12-31,alternative_title,Baron Arden,1840-07-05,1874-08-02,
Hon.,George,Perceval,1794-01-01,1874-12-31,alternative_title,Earl of Egmont,1841-12-23,1874-08-02,3558.0
Hon.,George,Perceval,1794-01-01,1874-12-31,alternative_title,Baron Perceval of Burton,1841-12-23,1874-08-02,3558.0
Hon.,George,Perceval,1794-01-01,1874-12-31,alternative_title,Viscount Perceval of Kanturk,1841-12-23,1874-08-02,3558.0
Mr,Henry,Perceval,1796-01-03,1841-12-23,lord_membership,Lord Lovel and Holland,1835-12-31,1841-12-23,2379.0
Mr,Henry,Perceval,1796-01-03,1841-12-23,alternative_title,Baron Perceval of Burton,1835-12-31,1841-12-23,2379.0
Mr,Henry,Perceval,1796-01-03,1841-12-23,alternative_title,Earl of Egmont,1835-12-31,1841-12-23,2379.0
Mr,Henry,Perceval,1796-01-03,1841-12-23,alternative_title,Viscount Perceval of Kanturk,1835-12-31,1841-12-23,2379.0
Mr,John,Perceval,1767-08-13,1835-12-31,lord_membership,Lord Lovel and Holland,1822-02-25,1835-12-31,
Mr,John,Perceval,1767-08-13,1835-12-31,alternative_title,Baron Perceval of Burton,1822-02-25,1835-12-31,
Mr,John,Perceval,1767-08-13,1835-12-31,alternative_title,Earl of Egmont,1822-02-25,1835-12-31,
Mr,John,Perceval,1767-08-13,1835-12-31,alternative_title,Viscount Perceval of Kanturk,1822-02-25,1835-12-31,
Mr,John,Perceval,1738-01-23,1822-02-25,lord_membership,Lord Lovel and Holland,1770-12-04,1822-02-25,
Mr,John,Perceval,1738-01-23,1822-02-25,alternative_title,Baron Perceval of Burton,1770-12-04,1822-02-25,
Mr,John,Perceval,1738-01-23,1822-02-25,alternative_title,Earl of Egmont,1770-12-04,1822-02-25,
Mr,John,Perceval,1738-01-23,1822-02-25,alternative_title,Viscount Perceval of Kanturk,1770-12-04,1822-02-25,
Earl,,Percy,1846-01-01,1918-05-14,lord_membership,Lord Lovaine,1887-01-01,1918-05-14,
Earl,,Percy,1846-01-01,1918-05-14,lord_membership,Duke of Northumberland,1899-01-01,1918-05-14,
Earl,,Percy,1846-01-01,1918-05-14,alternative_name,Henry Percy,1846-01-01,1918-12-31,
Mr,Algernon,Percy,,1865-02-12,lord_membership,Baron Prudhoe,1816-11-27,1865-02-12,
Mr,George,Percy,1778-06-22,1867-08-21,lord_membership,Baron Lovaine,1830-10-21,1867-08-22,
Mr,George,Percy,1778-06-22,1867-08-21,lord_membership,Earl of Beverley,1830-10-21,1867-08-22,
Mr,Edmund,Pery,,1844-12-07,lord_membership,Baron Foxford,1815-08-11,1844-12-07,6558.0
Lord,Henry,Petty,1780-07-02,1863-01-31,lord_membership,Earl Wycombe of Chepping Wycombe,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,lord_membership,Lord Wycombe,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,lord_membership,Marquess of Lansdowne,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,lord_membership,Viscount Calne and Calston,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_name,Henry Petty-FitzMaurice,1780-01-01,1863-12-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Baron Dunkeron,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Viscount FitzMaurice,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Earl of Shelburne,1809-11-15,1863-01-31,6773.0
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Earl of Kerry,1818-07-04,1863-01-31,
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Viscount Clanmaurice,1818-07-04,1863-01-31,
Lord,Henry,Petty,1780-07-02,1863-01-31,alternative_title,Baron of Kerry and Lixnaw,1818-07-04,1863-01-31,
Mr,John,Petty,1765-12-06,1809-11-15,lord_membership,Earl Wycombe of Chepping Wycombe,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,lord_membership,Lord Wycombe,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,lord_membership,Marquess of Lansdowne,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,lord_membership,Viscount Calne and Calston,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,alternative_title,Baron Dunkeron,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,alternative_title,Earl of Shelburne,1805-05-07,1809-11-15,6773.0
Mr,John,Petty,1765-12-06,1809-11-15,alternative_title,Viscount FitzMaurice,1805-05-07,1809-11-15,6773.0
Mr,William,Petty,1737-05-02,1805-05-07,lord_membership,Lord Wycombe,1761-05-14,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,lord_membership,Marquess of Lansdowne,1784-12-06,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,lord_membership,Earl Wycombe of Chepping Wycombe,1784-12-06,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,lord_membership,Viscount Calne and Calston,1784-12-06,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,alternative_title,Baron Dunkeron,1761-05-14,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,alternative_title,Earl of Shelburne,1761-05-14,1805-05-07,
Mr,William,Petty,1737-05-02,1805-05-07,alternative_title,Viscount FitzMaurice,1761-05-14,1805-05-07,
Mr,Edmond,Petty-FitzMaurice,1846-06-19,1935-06-21,lord_membership,Baron FitzMaurice,1906-01-09,1935-06-21,7226.0
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,lord_membership,Earl Wycombe of Chepping Wycombe,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,lord_membership,Lord Wycombe,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,lord_membership,Marquess of Lansdowne,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,lord_membership,Viscount Calne and Calston,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Baron Dunkeron,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Baron of Kerry and Lixnaw,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Earl of Kerry,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Earl of Shelburne,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Viscount Clanmaurice,1866-07-05,1927-06-03,
Mr,Henry,Petty-FitzMaurice,1845-01-14,1927-06-03,alternative_title,Viscount FitzMaurice,1866-07-05,1927-06-03,
Mr,John,Philipps,,1938-03-28,lord_membership,Baron St Davids,1908-07-06,1938-03-28,
Mr,John,Philipps,1808-01-01,1876-12-31,alternative_name,John Scourfield,1808-01-01,1862-12-31,
Sir,Richard,Philipps,1801-01-01,1857-12-31,lord_membership,Baron Milford,1847-09-21,1857-01-03,6619.0
Mr,Constantine,Phipps,1797-05-15,1863-07-28,lord_membership,Marquess Normanby,1838-06-25,1863-07-28,
Mr,Henry,Phipps,,1831-04-07,lord_membership,Baron Mulgrave,1794-08-13,1831-04-07,6723.0
Mr,Henry,Phipps,,1831-04-07,lord_membership,Earl Mulgrave,1812-09-07,1831-04-07,
Mr,Charles,Pierrepont,1737-11-14,1816-06-17,lord_membership,Viscount Pierrepont of Holme Pierrepont,1796-07-23,1816-06-17,
Mr,Charles,Pierrepont,1737-11-14,1816-06-17,lord_membership,Earl Manvers,1806-04-09,1816-06-17,
Mr,Charles,Pierrepont,1778-08-11,1860-10-27,lord_membership,Baron Newark of Newark-on-Trent,1816-06-17,1860-10-27,
Mr,Charles,Pierrepont,1778-08-11,1860-10-27,lord_membership,Earl Manvers,1816-06-17,1860-10-27,
Mr,Charles,Pierrepont,1778-08-11,1860-10-27,lord_membership,Viscount Pierrepont of Holme Pierrepont,1816-06-17,1860-10-27,
Mr,William,Pirrie,1847-05-31,1924-06-06,lord_membership,Baron Pirrie,1906-07-17,1924-06-06,7242.0
Mr,George,Pitt,,1803-05-07,lord_membership,Baron Rivers,1776-05-20,1803-05-07,
Mr,George,Pitt,,1803-05-07,lord_membership,Baron Rivers,1802-03-16,1803-05-07,
Mr,John,Pitt,1756-10-09,1835-09-24,lord_membership,Viscount Pitt of Burton Pynsent,1778-05-11,1835-09-24,
Mr,John,Pitt,1756-10-09,1835-09-24,lord_membership,Earl of Chatham,1778-05-11,1835-09-24,
Mr,John,Pitt,1756-10-09,1835-09-24,lord_membership,Baron Chatham,1803-04-02,1835-09-24,
Mr,Thomas,Pitt,1775-02-19,1804-03-10,lord_membership,Lord Camelford,1793-01-19,1804-03-10,6726.0
Mr,George,Playfair,1849-03-31,1939-12-26,lord_membership,Baron Playfair,1898-05-29,1939-12-26,7156.0
Mr,Lyon,Playfair,1818-05-21,1898-05-29,lord_membership,Baron Playfair,1892-09-03,1898-05-29,5236.0
Hon.,Duncombe,Pleydell-Bouverie,1780-01-01,1850-12-31,alternative_name,Duncombe Bouverie,1780-01-01,1850-12-31,1400.0
Hon.,Edward,Pleydell-Bouverie,1818-01-01,1889-12-31,alternative_name,Edward Bouverie,1818-01-01,1889-12-31,3822.0
Hon.,Philip,Pleydell-Bouverie,1788-01-01,1872-12-31,alternative_name,Philip Bouverie,1788-01-01,1872-12-31,2639.0
Mr,David,Plunket,1838-01-01,1919-08-22,lord_membership,Baron Rathmore,1895-11-14,1919-08-22,5262.0
Mr,William,Plunket,1764-07-01,1854-01-05,lord_membership,Baron Plunket,1827-05-01,1854-01-05,
Mr,Arthur,Plunkett,,1836-07-30,lord_membership,Baron Fingall,1831-06-20,1836-07-30,2575.0
Mr,John,Plunkett,1853-01-01,1899-12-31,alternative_name,Baron Dunsany,1853-01-01,1899-12-31,6327.0
Mr,William,Pole-Carew,1811-01-01,1888-12-31,alternative_name,William Carew,1811-01-01,1888-12-31,3831.0
Mr,William,Pole-Tylney-Long-Wellesley,1788-05-22,1857-07-01,lord_membership,Baron Maryborough of Maryborough,1845-02-22,1857-07-01,
Mr,William,Pole-Tylney-Long-Wellesley,1788-05-22,1857-07-01,alternative_title,Baron of Mornington,1845-02-22,1857-07-01,
Mr,William,Pole-Tylney-Long-Wellesley,1788-05-22,1857-07-01,alternative_title,Earl of Mornington,1845-02-22,1857-07-01,
Mr,William,Pole-Tylney-Long-Wellesley,1788-05-22,1857-07-01,alternative_title,Viscount Wellesley of Dangan Castle,1845-02-22,1857-07-01,
Mr,William,Pole-Tylney-Long-Wellesley,1813-10-07,1863-07-25,lord_membership,Baron Maryborough of Maryborough,1857-07-01,1863-07-25,
Mr,William,Pole-Tylney-Long-Wellesley,1813-10-07,1863-07-25,alternative_title,Viscount Wellesley of Dangan Castle,1845-07-01,1863-07-25,
Mr,William,Pole-Tylney-Long-Wellesley,1813-10-07,1863-07-25,alternative_title,Earl of Mornington,1857-07-01,1863-07-25,
Mr,William,Pole-Tylney-Long-Wellesley,1813-10-07,1863-07-25,alternative_title,Baron of Mornington,1857-07-01,1863-07-25,
Mr,Frederick,Polhill-Turner,1826-01-01,1881-12-31,alternative_name,Frederick Polhill,1826-01-01,1853-12-31,5346.0
Mr,William,Pollard-Urquhart,1815-01-01,1871-12-31,alternative_name,William Pollard,1815-01-01,1871-12-31,4311.0
Mr,Edward,Ponsonby,1851-03-01,1920-12-01,lord_membership,Baron Duncannon of Bessborough,1906-02-24,1920-12-01,
Mr,Edward,Ponsonby,1851-03-01,1920-12-01,lord_membership,Baron Ponsonby of Sysonby,1906-02-24,1920-12-01,
Mr,Edward,Ponsonby,1851-03-01,1920-12-01,alternative_title,Baron Bessborough,1906-02-24,1920-12-01,
Mr,Edward,Ponsonby,1851-03-01,1920-12-01,alternative_title,Earl of Bessborough,1906-02-24,1920-12-01,
Mr,Edward,Ponsonby,1851-03-01,1920-12-01,alternative_title,Viscount Duncannon,1906-02-24,1920-12-01,
Mr,Frederick,Ponsonby,1815-09-11,1895-03-11,lord_membership,Baron Duncannon of Bessborough,1880-01-28,1895-03-11,
Mr,Frederick,Ponsonby,1815-09-11,1895-03-11,lord_membership,Baron Ponsonby of Sysonby,1880-01-28,1895-03-11,
Mr,Frederick,Ponsonby,1815-09-11,1895-03-11,alternative_title,Baron Bessborough,1880-01-28,1895-03-11,
Mr,Frederick,Ponsonby,1815-09-11,1895-03-11,alternative_title,Earl of Bessborough,1880-01-28,1895-03-11,
Mr,Frederick,Ponsonby,1815-09-11,1895-03-11,alternative_title,Viscount Duncannon,1880-01-28,1895-03-11,
Mr,Frederick,Ponsonby,1758-01-24,1844-02-03,lord_membership,Baron Ponsonby of Sysonby,1793-03-11,1844-02-03,
Mr,Frederick,Ponsonby,1758-01-24,1844-02-03,alternative_title,Baron Bessborough,1793-03-11,1844-02-03,
Mr,Frederick,Ponsonby,1758-01-24,1844-02-03,alternative_title,Earl of Bessborough,1793-03-11,1844-02-03,
Mr,Frederick,Ponsonby,1758-01-24,1844-02-03,alternative_title,Viscount Duncannon,1793-03-11,1844-02-03,
Mr,John,Ponsonby,1781-08-31,1847-05-16,lord_membership,Baron Duncannon of Bessborough,1834-07-19,1847-05-16,
Mr,John,Ponsonby,1781-08-31,1847-05-16,lord_membership,Baron Ponsonby of Sysonby,1844-02-03,1847-05-16,
Mr,John,Ponsonby,1781-08-31,1847-05-16,alternative_title,Baron Bessborough,1844-02-03,1847-05-16,
Mr,John,Ponsonby,1781-08-31,1847-05-16,alternative_title,Earl of Bessborough,1844-02-03,1847-05-16,
Mr,John,Ponsonby,1781-08-31,1847-05-16,alternative_title,Viscount Duncannon,1844-02-03,1847-05-16,
Mr,John,Ponsonby,,1855-02-21,lord_membership,Viscount Ponsonby,1839-04-20,1855-02-21,
Mr,Walter,Ponsonby,1821-08-13,1906-02-24,lord_membership,Baron Duncannon of Bessborough,1895-03-11,1906-02-24,7127.0
Mr,Walter,Ponsonby,1821-08-13,1906-02-24,lord_membership,Baron Ponsonby of Sysonby,1895-03-11,1906-02-24,7127.0
Mr,Walter,Ponsonby,1821-08-13,1906-02-24,alternative_title,Baron Bessborough,1895-03-11,1906-02-24,7127.0
Mr,Walter,Ponsonby,1821-08-13,1906-02-24,alternative_title,Earl of Bessborough,1895-03-11,1906-02-24,7127.0
Mr,Walter,Ponsonby,1821-08-13,1906-02-24,alternative_title,Viscount Duncannon,1895-03-11,1906-02-24,7127.0
Hon.,William,Ponsonby,1787-01-01,1855-12-31,lord_membership,Baron de Mauley,1838-01-01,1855-12-31,
Mr,William,Ponsonby,,1806-11-05,lord_membership,Baron Ponsonby,1806-03-13,1806-11-05,
Mr,Edward,Portman,1799-01-01,1888-12-31,lord_membership,Baron Portman,1837-01-01,1888-12-31,2335.0
Mr,Edward,Portman,1799-01-01,1888-12-31,lord_membership,Viscount Portman,1873-01-01,1888-12-31,2335.0
Mr,Charles,Powlett,1785-09-26,1823-08-02,lord_membership,Baron Bayning of Foxley,1810-05-19,1823-08-02,6792.0
Mr,George,Pratt,1799-05-02,1866-08-06,lord_membership,Baron Camden of Camden Place,1835-01-08,1866-08-06,2768.0
Mr,George,Pratt,1799-05-02,1866-08-06,lord_membership,Earl of the County of Brecknock,1840-10-08,1866-08-06,2768.0
Mr,George,Pratt,1799-05-02,1866-08-06,lord_membership,Earl Camden,1840-10-08,1866-08-06,2768.0
Mr,George,Pratt,1799-05-02,1866-08-06,lord_membership,Viscount Bayham of Bayham Abbey,1840-10-08,1866-08-06,2768.0
Mr,John,Pratt,1759-02-11,1840-10-08,lord_membership,Baron Camden of Camden Place,1794-04-18,1840-10-08,6728.0
Mr,John,Pratt,1759-02-11,1840-10-08,lord_membership,Earl Camden,1794-04-18,1840-10-08,6728.0
Mr,John,Pratt,1759-02-11,1840-10-08,lord_membership,Viscount Bayham of Bayham Abbey,1794-04-18,1840-10-08,6728.0
Mr,John,Pratt,1759-02-11,1840-10-08,lord_membership,Marquess Camden,1812-09-07,1840-10-08,6728.0
Mr,John,Pratt,1759-02-11,1840-10-08,lord_membership,Earl of the County of Brecknock,1812-09-07,1840-10-08,6728.0
Mr,John,Pratt,1872-02-09,1943-12-15,lord_membership,Baron Camden of Camden Place,1872-05-04,1943-12-15,
Mr,John,Pratt,1872-02-09,1943-12-15,lord_membership,Earl Camden,1872-05-04,1943-12-15,
Mr,John,Pratt,1872-02-09,1943-12-15,lord_membership,Earl of the County of Brecknock,1872-05-04,1943-12-15,
Mr,John,Pratt,1872-02-09,1943-12-15,lord_membership,Viscount Bayham of Bayham Abbey,1872-05-04,1943-12-15,
Mr,Edward,Preston,,1876-09-28,lord_membership,Baron Gormanston,1868-12-08,1876-09-28,
Mr,Archibald,Primrose,1783-10-14,1868-03-04,lord_membership,Baron Rosebery,1828-01-26,1868-03-04,1257.0
Mr,Granville,Proby,1782-01-01,1868-11-03,lord_membership,Baron Carysfort,1855-06-11,1868-11-03,
Mr,Granville,Proby,1782-01-01,1868-11-03,alternative_title,Baron Carysfort,1855-06-11,1868-11-03,
Mr,Granville,Proby,1782-01-01,1868-11-03,alternative_title,Earl of Carysfort,1855-06-11,1868-11-03,
Mr,Granville,Proby,1824-09-14,1872-05-18,lord_membership,Baron Carysfort,1868-11-03,1872-05-18,
Mr,Granville,Proby,1824-09-14,1872-05-18,alternative_title,Baron Carysfort,1868-11-03,1872-05-18,
Mr,Granville,Proby,1824-09-14,1872-05-18,alternative_title,Earl of Carysfort,1868-11-03,1872-05-18,
