member.id,mp.name,mp.sname,mp.fname,mp.dob,mp.dob_approximate,mp.dod,mp.dod_approximate
10439,Mr John Hanbury Martin,Martin,John,1890-01-01,1,1983-02-03,0
10440,Mr William Edward Woolley,Woolley,William,1901-03-17,0,,1
10441,Mr Ernest Bevin,Bevin,Ernest,1881-01-01,1,1951-04-14,0
10442,Mr Robert Donald Scott,Scott,Robert,1901-05-19,1,1974-06-18,0
10443,Mr James Henry Hollins,Hollins,James,1877-01-01,1,1954-09-22,0
10444,Hon. George Charles Grey,Grey,George,1918-12-02,0,1944-07-30,0
10445,Major Basil Arthur John Peto,Peto,Basil,1900-12-13,0,1954-02-03,0
10446,Mrs Beatrice Fredericka Rathbone,Rathbone,Beatrice,1910-06-17,1,,1
10447,Mr Anthony Alfred Harmsworth Marlowe,Marlowe,Anthony,1904-10-25,0,1965-09-08,0
10448,Mr Ronw Moelwyn Hughes,Hughes,Ronw,1897-01-01,1,1955-11-01,0
10449,Mr Evelyn Walkden,Walkden,Evelyn,1893-01-01,1,1970-09-12,0
10450,Viscount Alexander Victor Edward Paulet Hinchingbrooke,Hinchingbrooke,"",1906-05-22,0,1995-02-26,0
10451,Mr Kenelm Simon Digby Wingfield Digby,Digby,Simon,1910-02-13,0,1998-03-22,1
10452,Mr Francis Clifford Watt,Watt,Francis,1896-01-01,1,1971-04-08,0
10453,Lieut-Colonel Sir George Ian Clark Hutchison,Hutchison,George,1903-01-04,0,2002-02-02,1
10454,Mr Percy William Jewson,Jewson,Percy,1881-01-01,1,1962-04-18,0
10455,Mr Hector McNeill,McNeill,Hector,1907-03-10,1,1955-10-11,0
10456,Mr Charles Challen,Challen,Charles,1894-01-01,1,1960-06-20,0
10457,Mr Norman Adolph Henry Bower,Bower,Norman,1907-05-18,0,1990-12-07,0
10458,Major Hon. John Seymour Berry,Berry,Seymour,1909-07-12,0,1995-02-15,0
10459,Mr Leonard David Gammans,Gammans,David,1895-01-01,1,1957-02-08,0
10460,Sir Fitzroy Hew Royle Maclean,Maclean,Fitzroy,1911-03-11,0,1996-06-15,0
10461,Mr Harry Bernard Taylor,Taylor,Harry,1895-01-01,1,1991-04-11,0
10462,General Sir George Darell Jeffreys,Jeffreys,George,1878-01-01,1,1960-12-19,0
10463,Mr Percy Gott Barstow,Barstow,Percy,1883-01-01,1,1969-01-02,0
10464,Sir Alexander Cadwallader Mainwaring Spearman,Spearman,Alexander,1901-03-02,0,1982-04-05,0
10465,Mr John Dugdale,Dugdale,John,1905-03-16,0,1963-03-12,0
10466,Mr William Arthur Colegate,Colegate,Arthur,1884-01-01,1,1956-09-10,0
10467,Sir Percy James Grigg,Grigg,James,1890-01-01,1,1964-05-05,0
10468,Hon. Lancelot William Joynson-Hicks,Joynson-Hicks,Lancelot,1902-04-10,0,1983-02-25,0
10469,Mr Henry White,White,Henry,1890-01-01,1,1964-02-04,0
10470,Mr Francis Beattie,Beattie,Francis,1885-01-01,1,1945-12-28,0
10471,Mr William Denis Kendall,Kendall,William,1903-05-27,0,1995-07-29,0
10472,Mr Thomas James Brown,Brown,Thomas,1886-01-01,1,1970-11-10,0
10473,Mr Ivor Thomas,Thomas,Ivor,1905-11-30,0,1993-10-07,0
10474,Mr Cyril Harry Alfred Lakin,Lakin,Cyril,1893-01-01,1,1948-06-23,0
10475,Mr Thomas Edward Neil Driberg,Driberg,Tom,1905-05-22,0,1976-08-12,0
10476,Mr Harold Thorneycroft,Thorneycroft,Harry,1892-01-01,1,1956-03-07,0
10477,Mr William Henry Oldfield,Oldfield,William,1881-01-01,1,1961-11-16,0
10478,Mr John David Mack,Mack,John,1899-01-01,1,1957-02-09,0
10479,Mr Francis George Bowles,Bowles,Francis,1902-05-02,0,1970-12-29,0
10480,Mr William Henry Guy,Guy,William,1890-01-01,1,1968-08-01,0
10481,Mr Thomas Judson Brooks,Brooks,Thomas,1880-01-01,1,1958-02-15,0
10482,Mr John Granville Morrison,Morrison,John,1906-12-16,0,1996-05-25,0
10483,Mr Thomas William Burden,Burden,Thomas,1885-01-01,1,1970-05-27,0
10484,Mr James Dixon Murray,Murray,James,1887-01-01,1,1965-01-24,0
10485,Mr Walter James Edwards,Edwards,Walter,1900-08-28,1,1964-10-15,0
10486,Sir Henry Gray Studholme,Studholme,Henry,1899-01-01,1,1987-10-09,1
10487,Mr George Leonard Reakes,Reakes,George,1889-01-01,1,1961-04-15,0
10488,Sir Hugh Nicholas Linstead,Linstead,Hugh,1901-02-03,0,1987-05-27,0
10489,Mr William Foster,Foster,William,1887-01-01,1,1947-12-02,0
10490,Sir Charles Edward Mott-Radclyffe,Mott-Radclyffe,Charles,1911-12-25,0,1992-11-25,0
10491,Captain Henry Carpenter Longhurst,Longhurst,Henry,1909-03-18,0,1978-07-21,0
10492,Mr John Dermot Campbell,Campbell,John,1898-01-01,1,1945-01-23,0
10493,Mr Edward Percy Smith,Smith,Edward,1891-01-01,1,1968-05-27,0
10494,Mr John Beattie,Beattie,John,1886-01-01,1,1960-03-09,0
10495,Commander Redvers Michael Prior,Prior,Redvers,1893-01-01,1,1964-11-04,0
10496,Viscountess  Apsley,Apsley,"",1895-01-01,1,1966-01-19,0
10497,Hon. Geoffrey Lionel Berry,Berry,Lionel,1909-06-29,0,1999-02-28,0
10498,Mr  Gretton,Gretton,John,1902-08-15,0,1982-03-26,0
10499,Mr David McAdam Eccles,Eccles,David,1904-09-18,0,1999-02-24,1
10500,Mr James Edward Glanville,Glanville,James,1891-01-01,1,1958-09-18,0
10501,Mr William Robert Stanley Prescott,Prescott,Stanley,1912-04-25,0,1962-06-06,0
10502,Mr Reginald Edward Manningham-Buller,Manningham-Buller,Reginald,1905-08-01,0,1980-09-07,0
10503,Mr John Eric Loverseed,Loverseed,John,1910-12-04,0,1962-11-24,1
10504,Mr Thomas Fraser,Fraser,Thomas,1911-02-18,0,1988-11-21,0
10505,Colonel Thomas George Greenwell,Greenwell,Thomas,1894-01-01,1,1967-11-15,0
10506,Sir Thomas David King Murray,Murray,Thomas,1884-01-01,1,1955-06-05,0
10507,Mr Sidney Shephard,Shephard,Sidney,1894-01-01,1,1953-11-25,0
10508,Mr John Michael Henry Hely-Hutchinson Suirdale,Suirdale,John,1902-11-12,0,,1
10509,Admiral Sir William Milbourne James,James,William,1881-01-01,1,1973-08-17,0
10510,Mr Hugh McDowall Lawson,Lawson,Hugh,1912-02-13,0,1997-12-31,1
10511,Hon. John Grimston,Grimston,John,1912-07-17,0,1973-04-15,0
10512,Professor William John Gruffydd,Gruffydd,William,1881-01-01,1,1954-09-29,0
10513,Air Commodore William Helmore,Helmore,William,1894-01-01,1,1964-01-18,0
10514,Major Francis William Beech,Beech,Francis,1885-01-01,1,1969-02-21,0
10515,Sir William Henry Beveridge,Beveridge,William,1879-01-01,1,1963-03-16,0
10516,Mr Luke William Burke Teeling,Teeling,Luke,1903-02-05,0,1975-10-26,0
10517,Major Edgar Mayne Keatinge,Keatinge,Edgar,1905-02-03,0,,1
10518,Mr Cecil Aubrey Gwynne Manning,Manning,Cecil,1892-01-01,1,1985-04-12,0
10519,Captain Hon. William Philip Sidney,Sidney,William,1909-05-23,0,1991-04-05,0
10520,Mr Harold Neal,Neal,Harold,1897-01-01,1,1972-08-24,0
10521,Mr Charles Frederick White,White,Charles,1891-01-01,1,1956-11-27,0
10522,Mr Thomas Frederick Hubbard,Hubbard,Thomas,1898-01-01,1,1961-01-07,0
10523,Major Frederick William Cundiff,Cundiff,Frederick,1895-01-01,1,1982-08-07,1
10524,Mr John Burns Hynd,Hynd,John,1902-04-04,0,1971-11-08,0
10525,Lieut-Colonel William Ernest Gibbons,Gibbons,William,1898-01-01,1,1976-08-15,0
10526,Mr Hector Samuel James Hughes,Hughes,Hector,1887-01-01,1,1970-06-23,0
10527,Major Henry Reginald Spence,Spence,Henry,1897-01-01,1,1981-09-11,0
10528,Mr Walter Travers Scott-Elliott,Scott-Elliott,Walter,1895-01-01,1,1977-12-14,0
10529,Mr Joseph Alfred Sparks,Sparks,Joseph,1901-09-30,0,1981-01-12,0
10530,Mr Frederick James Erroll,Erroll,Frederick,1914-05-27,0,2000-09-14,0
10531,Major Samuel Gillmor Haughton,Haughton,Samuel,1889-01-01,1,1959-05-19,0
10532,Mr Hervey Rhodes,Rhodes,Hervey,1895-01-01,1,1987-09-11,0
10533,Sir Arthur Douglas Dodds-Parker,Dodds-Parker,Douglas,1909-07-05,0,2006-09-13,1
10534,Sir William Smith Duthie,Duthie,William,1892-01-01,1,1980-12-17,0
10535,Mr Sydney Charles Robert Lavers,Lavers,Sydney,1890-01-01,1,1972-04-09,0
10536,Mr Stephen James Lake Taylor,Taylor,Stephen,1910-12-30,0,1988-02-01,0
10537,Brigadier Christopher Henry Maxwell Peto,Peto,Christopher,1897-01-01,1,1980-05-19,0
10538,Mr Walter Monslow,Monslow,Walter,1895-01-01,1,1966-10-12,0
10539,Sir Isaac James Pitman,Pitman,Isaac,1901-08-14,0,1985-09-01,1
10540,Mrs Caroline Selina Ganley,Ganley,Caroline,1879-01-01,1,1966-08-31,0
10541,Mr Thomas Cecil Skeffington-Lodge,Skeffington-Lodge,Thomas,1905-01-15,0,1994-02-23,0
10542,Mr Thomas Loftus Cole,Cole,Thomas,1877-01-01,1,1961-03-07,0
10543,Sir William Frederick Neill,Neill,William,1889-01-01,1,1960-01-03,0
10544,Mr Conolly Hugh Gage,Gage,Conolly,1905-11-10,0,1984-10-03,1
10545,Mr George Alfred Brown,Brown,George,1914-09-02,0,1985-06-02,0
10546,Mr Richard Sargood,Sargood,Richard,1888-01-01,1,1979-03-27,0
10547,Brigadier Robert Allen Fenwick Thorp,Thorp,Robert,1900-02-13,1,1966-05-05,0
10548,Mr John James Robertson,Robertson,John,1898-01-01,1,1955-10-06,0
10549,Mr Percy Holman,Holman,Percy,1891-01-01,1,1978-06-09,0
10550,Sir Frank Soskice,Soskice,Frank,1902-07-23,0,1979-01-01,0
10551,Mr Percy Henry Collick,Collick,Percy,1899-01-01,1,1984-07-24,0
10552,Mr Henry Charles Usborne,Usborne,Henry,1909-01-16,0,1996-03-16,1
10553,Mr Woodrow Lyle Wyatt,Wyatt,Woodrow,1918-07-04,0,1997-12-08,0
10554,Mrs Edith Agnes Wills,Wills,Edith,1891-01-01,1,1970-04-07,0
10555,Mr Julius Silverman,Silverman,Julius,1905-12-08,0,1996-09-21,0
10556,Mr Harold Roberts,Roberts,Harold,1884-01-01,1,1950-09-28,0
10557,Captain Albert Raymond Blackburn,Blackburn,Albert,1915-03-11,0,1991-11-03,0
10558,Mr Victor Francis Yates,Yates,Victor,1900-04-19,0,1969-01-19,0
10559,Mr Percy Lionel Edward Shurmer,Shurmer,Percy,1888-01-01,1,1959-05-29,0
10560,Mr Wesley Perrins,Perrins,Wesley,1905-09-21,0,1990-01-12,0
10561,Mrs Barbara Anne Castle,Castle,Barbara,1910-10-06,0,2002-05-03,0
10562,Mr Lewis John Edwards,Edwards,John,1904-05-27,0,1959-11-23,0
10563,Sir Austin Richard William Low,Low,Toby,1914-05-25,0,2000-12-07,0
10564,Commander Sir Douglas Marshall,Marshall,Douglas,1906-10-02,0,1976-08-24,0
10565,Mr John Henry Jones,Jones,John,1894-01-01,1,1962-10-31,0
10566,Mr John Lewis,Lewis,John,1912-12-14,0,1969-06-14,0
10567,Mr Arthur Cecil Allen,Allen,Arthur,1887-01-01,1,1981-10-08,0
10568,Mr John Timmons,Timmons,John,1890-01-01,1,1964-11-21,0
10569,Mr Maurice Webb,Webb,Maurice,1904-09-26,0,1956-06-10,0
10570,Mr Frank McLeavy,McLeavy,Frank,1899-01-01,1,1976-10-01,0
10571,Mrs Muriel Edith Nichol,Nichol,Muriel,1893-01-01,1,1983-05-28,1
10572,Mr Meredith Farrar Titterington,Titterington,Meredith,1886-01-01,1,1949-10-28,0
10573,Mr Tudor Elwyn Watkins,Watkins,Tudor,1903-05-09,0,1983-11-02,0
10574,Mr Francis Edward Noel-Baker,Noel-Baker,Francis,1920-01-07,0,,1
10575,Mr Thomas Williamson,Williamson,Tom,1897-01-01,1,1983-02-27,0
11031,Hon. Charles William Vane,Vane,,1778-05-18,0,1854-03-06,0
10576,Mr Stanley Stephen Awbery,Awbery,Stanley,1888-01-01,1,1969-05-07,0
10577,Mr William Coldrick,Coldrick,William,1894-01-01,1,1975-09-15,0
10578,Mr William Albert Wilkins,Wilkins,William,1899-01-01,1,1987-05-06,1
10579,Mr Aidan Merivale Crawley,Crawley,Aidan,1908-04-10,0,1993-11-03,0
10580,Mr William Stanley Shepherd,Shepherd,William,1910-03-12,1,2002-10-11,1
10581,Mr George Wadsworth,Wadsworth,George,1902-12-10,0,1979-04-18,1
10582,Mr Arthur William Lyne,Lyne,Arthur,1882-01-01,1,1971-12-30,0
10583,Sir Walter Fletcher,Fletcher,Walter,1892-01-01,1,1956-04-06,0
10584,Lieut-Colonel Geoffrey Benedict Clifton-Brown,Clifton-Brown,Geoffrey,1899-01-01,1,1983-11-17,0
10585,Lieut-Colonel David Archibald Price-White,Price-White,David,1906-09-05,0,1978-03-06,0
10586,Mr Goronwy Owen Roberts,Roberts,Goronwy,1913-09-20,0,1981-07-22,0
10587,Mr Eric Leslie Gandar Gandar-Dower,Gandar-Dower,Eric,1894-01-01,1,1987-10-04,0
10588,Mr Wilfred Foulston Vernon,Vernon,Wilfred,1882-01-01,1,1975-12-01,0
10589,Mrs Freda KÃ¼nzlen Corbet,Corbet,Freda,1900-11-15,1,1993-11-01,0
10590,Mr Arthur Leslie Symonds,Symonds,Arthur,1910-10-02,0,1960-02-25,0
10591,Mr Henry Wilson Harris,Harris,Henry,1883-01-01,1,1955-01-11,0
10592,Mr Albert Ernest Stubbs,Stubbs,Albert,1877-01-01,1,1962-01-04,0
10593,Lieut-Colonel John Baker White,White,John,1902-08-12,0,1988-12-10,0
10594,Mr Thomas George Thomas,Thomas,George,1909-01-29,0,1997-09-22,0
10595,Mr Hilary Adair Marquand,Marquand,Hilary,1901-12-24,0,1972-11-06,0
10596,Mr Leonard James Callaghan,Callaghan,James,1912-03-27,0,2005-03-26,0
10597,Mr Evan Roderic Bowen,Bowen,Roderic,1913-08-06,0,2001-07-18,0
10598,Mr Edgar Grierson,Grierson,Edgar,1882-01-01,1,1959-03-01,0
10599,Mr Anthony Henry Head,Head,Anthony,1906-12-19,1,1983-03-29,0
10600,Wing Commander Ernest Rogers Millington,Millington,Ernest,1916-02-15,0,,1
10601,Sir Allan Herbert Percy Noble,Noble,Allan,1908-05-02,0,1982-11-17,0
10602,Mr George Douglas Wallace,Wallace,George,1906-04-18,0,2003-11-11,0
10603,Mr Clifford Kenyon,Kenyon,Clifford,1896-01-01,1,1979-04-29,1
10604,Mr Octavius George Willey,Willey,Octavius,1886-01-01,1,1952-07-12,0
10605,Mr Harry Enos Randall,Randall,Harry,1899-01-01,1,1976-08-28,0
10606,Mrs Jean Mann,Mann,Jean,1889-01-01,1,1964-03-21,0
10607,Captain Charles George Percy Smith,Smith,Charles,1917-04-25,0,1972-08-02,0
10608,Sir John Boyd-Orr,Boyd-Orr,John,1880-01-01,1,1971-06-25,0
10609,Mr Richard Howard Stafford Crossman,Crossman,Richard,1907-12-15,0,1974-04-04,0
10610,Mr Maurice Edelman,Edelman,Maurice,1911-03-02,0,1975-12-14,0
10611,Mr Sydney Scholefield Allen,Allen,Sydney,1898-01-01,1,1974-03-26,0
10612,Lieut-Colonel David Rees Rees-Williams,Rees-Williams,David,1903-11-22,0,1976-08-30,0
10613,Mr David Rennie Hardman,Hardman,David,1901-10-18,0,1989-12-06,1
10614,Mr Norman Noel Dodds,Dodds,Norman,1903-12-25,1,1965-08-22,0
10615,Group Captain Clifford Arthur Bowman Wilcock,Wilcock,Clifford,1898-01-01,1,1962-01-14,0
10616,Mr Arthur Joseph Champion,Champion,Arthur,1897-01-01,1,1985-03-02,0
10617,Mr Maurice Christopher Hollis,Hollis,Christopher,1902-03-29,0,1977-05-05,0
10618,Mr William Thomas Paling,Paling,William,1892-01-01,1,1992-04-10,0
10619,Lieut-Colonel Mervyn James Wheatley,Wheatley,Mervyn,1880-01-01,1,1974-10-26,0
10620,Mr Charles Frank Byers,Byers,Charles,1915-07-24,0,1984-02-06,0
10621,Mr John Richard Thomas,Thomas,John,1897-01-01,1,1968-07-04,0
10622,Mr George Edward Cecil Wigg,Wigg,George,1900-11-28,0,1983-08-11,0
10623,Mr Niall Malcolm Stewart Macpherson,Macpherson,Niall,1908-08-03,0,1987-10-11,1
10624,Mr Thomas Fotheringham Cook,Cook,Thomas,1908-06-07,0,1952-05-31,0
10625,Mr Charles Frederick Grey,Grey,Charles,1903-03-25,1,1984-09-07,0
10626,Mr Percy Daines,Daines,Percy,1902-11-29,0,1957-03-03,0
10627,Mr William Thomas Proctor,Proctor,William,1896-01-01,1,1967-01-13,0
10628,Sir John Denman Barlow,Barlow,John,1898-01-01,1,1986-01-05,0
10629,Mr Andrew Gilzean,Gilzean,Andrew,1877-01-01,1,1957-07-06,0
10630,Mr George Reid Thomson,Thomson,George,1893-01-01,1,1962-04-15,0
10631,Mr Eustace George Willis,Willis,Eustace,1903-03-07,0,1987-03-02,0
10632,Sir William Young Darling,Darling,William,1885-01-01,1,1962-02-04,0
10633,Mr Evan Frank Mottram Durbin,Durbin,Evan,1906-03-01,0,1948-09-03,0
10634,Mr Frederick Arthur Cobb,Cobb,Frederick,1901-02-11,0,1950-03-27,0
10635,Mr Ernest Albert John Davies,Davies,Ernest,1902-05-18,0,1991-09-16,0
10636,Mr Raymond Jones Gunter,Gunter,Raymond,1909-08-30,0,1977-04-12,0
10637,Mr Benn Wolfe Levy,Levy,Benn,1900-03-07,0,1973-12-07,0
10638,Mr John Cyril Maude,Maude,John,1901-04-03,0,1986-08-16,0
10639,Mr Percy Lawrence Wells,Wells,Percy,1891-01-01,1,1964-04-03,0
10640,Mr John Faithful Fortescue Platts-Mills,Platts-Mills,John,1906-10-04,0,2001-10-26,0
10641,Mr Evelyn Nigel Chetwode Birch,Birch,Nigel,1906-11-18,0,1981-03-08,0
10642,Major Hon. Simon Ramsay,Ramsay,Simon,1914-10-17,0,1999-07-15,0
10643,Mr Walter John Farthing,Farthing,Walter,1887-01-01,1,1954-11-29,0
10644,Mr Robert Michael Maitland Stewart,Stewart,Michael Maitland,1906-11-06,0,1990-03-13,0
10645,Mr Konrad Viktor Zilliacus,Zilliacus,Konni,1894-01-01,1,1967-07-06,0
10646,Mr James Riley Holt Hutchison,Hutchison,James,1893-01-01,1,1979-02-24,0
10647,Mr John Lloyd Williams,Williams,John,1895-01-01,1,1982-12-31,1
10648,Mr William Hannan,Hannan,William,1906-08-30,0,1987-03-06,1
10649,Mr John Calder Forman,Forman,John,1884-01-01,1,1975-05-14,0
10650,Mr Jon Rankin,Rankin,Jon,1890-01-01,1,1973-10-08,0
10651,Mr Garry Allighan,Allighan,Garry,1895-01-01,1,1978-12-31,1
10652,Squadron Leader Ernest Kinghorn,Kinghorn,Ernest,1907-11-01,0,2001-01-15,1
10653,Mr Joseph Reeves,Reeves,Joseph,1888-01-01,1,1969-03-08,0
10654,Mr Kenneth Gilmour Younger,Younger,Kenneth,1908-12-15,0,1976-05-19,0
10655,Mr Henry Hynd,Hynd,Henry,1900-07-04,0,1985-02-01,0
10656,Mr Henry Edwin Goodrich,Goodrich,Henry,1887-01-01,1,1961-04-13,0
10657,Mr Herbert William Butler,Butler,Herbert,1897-01-01,1,1971-11-16,0
10658,Mr Dryden Brook,Brook,Dryden,1884-01-01,1,1971-01-30,0
10659,Mr William Thomas Adams,Adams,William,1884-01-01,1,1949-01-09,0
10660,Mr Humphrey Cooper Attewell,Attewell,Humphrey,1894-01-01,1,1972-10-15,0
10661,Mr Frederick William Skinnard,Skinnard,Frederick,1902-03-08,0,1984-08-05,0
10662,Mr David Thomas Jones,Jones,David,1899-01-01,1,1963-04-04,0
10663,Sir Edmund McNeill Cooper-Key,Cooper-Key,Neill,1907-04-26,0,1981-01-05,1
10664,Mrs Barbara Bodichon Ayrton Gould,Gould,Barbara,1886-01-01,1,1950-10-14,0
10665,Mr Derek Colclough Walker-Smith,Walker-Smith,Derek,1910-04-13,0,1992-01-22,0
10666,Mr William Richard Williams,Williams,William,1895-01-01,1,1963-09-11,0
10667,Mr Philip Asterley Jones,Jones,Philip,1914-06-21,0,1978-10-23,0
10668,Group Captain Hon. John William Maxwell Aitken,Aitken,John,1910-02-15,0,1985-04-30,0
10669,Commander Sir John Francis Whitaker Maitland,Maitland,John,1903-03-24,0,1977-11-17,0
10670,Major Geoffrey Henry Cecil Bing,Bing,Geoffrey,1909-07-24,0,1977-04-24,0
10671,Mr William Reid Blyton,Blyton,William,1899-01-01,1,1987-10-25,0
10672,Mr Joseph Percival William Mallalieu,Mallalieu,Joseph,1908-06-18,0,1980-03-13,0
10673,Mr David Lockhart-Mure Renton,Renton,David,1908-08-12,0,,1
10674,Brigadier Sir Harry Ripley Mackeson,Mackeson,Harry,1905-05-25,0,1964-01-25,0
10675,Mrs Mabel Ridealgh,Ridealgh,Mabel,1898-01-01,1,1989-06-20,0
10676,Mr James Ranger,Ranger,James,1889-01-01,1,1975-04-26,0
10677,Sir Edward Alexander Henry Legge-Bourke,Legge-Bourke,Henry,1914-05-16,0,1973-05-21,0
10678,Hon. Edward Carson,Carson,Edward,1920-02-17,0,1987-03-06,1
10679,Sir Eric George Molyneux Fletcher,Fletcher,Eric,1903-03-26,0,1990-06-09,0
10680,Mr George Henry Roland Rogers,Rogers,George,1906-12-09,0,1983-02-19,0
10681,Mr Gilbert Richard Mitchison,Mitchison,Gilbert,1890-01-01,1,1970-02-14,0
10682,Mr Louis Byron Tolley,Tolley,Louis,1889-01-01,1,1959-04-30,0
10683,Miss Clarice Marion McNab Shaw,Shaw,Clarice,1882-01-01,1,1946-10-27,0
10684,Major Frederick John Wise,Wise,Frederick,1887-01-01,1,1968-11-20,0
10685,Captain Mark Hewitson,Hewitson,Mark,1897-01-01,1,1973-02-27,0
10686,Commander Harry Pursey,Pursey,Harry,1891-01-01,1,1980-12-13,1
10687,Mr Ronald William Gordon Mackay,Mackay,Ronald,1902-09-03,0,1960-01-15,0
10688,Mr Sydney Herbert Smith,Smith,Sydney,1885-01-01,1,1984-06-12,1
10689,Mr John Archibald Boyd-Carpenter,Boyd-Carpenter,John,1908-06-02,0,1998-07-11,0
10690,Lieut-Colonel Sir Walter Henry Bromley-Davenport,Bromley-Davenport,Walter,1903-09-15,0,1989-12-26,0
10691,Mr Marcus Lipton,Lipton,Marcus,1900-10-29,0,1978-02-22,0
10692,Mr Charles William Gibson,Gibson,Charles,1889-01-01,1,1977-03-22,0
10693,Mr Ronald Arthur Chamberlain,Chamberlain,Ronald,1901-04-19,0,1987-05-12,0
10694,Mr Thomas Steele,Steele,Thomas,1905-11-15,0,1979-05-28,0
10695,Miss Margaret McCrorie Herbison,Herbison,Peggy,1907-03-11,0,1996-12-29,0
10696,Mr George Porter,Porter,George,1884-01-01,1,1973-09-25,0
10697,Miss Alice Martha Bacon,Bacon,Alice,1909-09-10,0,1993-03-24,0
10698,Mr Hugh Todd Naylor Gaitskell,Gaitskell,Hugh,1906-04-09,0,1963-01-18,0
10699,Mr Harold Davies,Davies,Harold,1904-07-31,1,1985-10-28,1
10700,Mr Terence Norbert Donovan,Donovan,Terence,1898-01-01,1,1971-12-12,0
10701,Mr Herbert William Bowden,Bowden,Herbert,1905-01-20,0,1994-04-30,0
10702,Mr Harold Boardman,Boardman,Harold,1907-06-12,1,1994-08-01,1
10703,Mr James Hutchison Hoy,Hoy,James,1909-01-21,0,1976-08-07,0
10704,Sir Archer Ernest Baldwin,Baldwin,Archer,1883-01-01,1,1966-03-27,0
10705,Mr Tufton Victor Hamilton Beamish,Beamish,Tufton,1917-01-27,0,1989-04-06,0
10706,Mr Arthur Massey Skeffington,Skeffington,Arthur,1909-09-04,0,1971-02-18,0
10707,Mr Albert Eric Bechervaise,Bechervaise,Albert,1884-01-01,1,1966-12-20,0
10708,Mr George Deer,Deer,George,1890-01-01,1,1974-05-15,0
10709,Dr Richard Clitherow,Clitherow,Richard,1902-01-18,0,1947-06-03,0
10710,Mrs Elizabeth Margaret Braddock,Braddock,Bessie,1899-01-01,1,1970-11-13,0
10711,Mr Arthur Seymour Moody,Moody,Arthur,1891-01-01,1,1971-10-28,0
10712,Mr William Keenan,Keenan,William,1889-01-01,1,1955-12-15,0
10713,Mr James Haworth,Haworth,James,1896-01-01,1,1976-12-16,0
10714,Mr Arwyn Lynn Ungoed-Thomas,Ungoed-Thomas,Lynn,1904-06-29,0,1972-12-04,0
10715,Dr Mont Follick,Follick,Mont,1887-01-01,1,1958-12-10,0
10716,Mr Cyril Osborne,Osborne,Cyril,1898-01-01,1,1969-08-31,0
10717,Mr Edward Evans,Evans,Edward,1883-01-01,1,1960-03-30,0
10718,Lieut-Colonel Uvedale Corbett,Corbett,Uvedale,1909-09-12,0,2005-09-01,1
10719,Mr William Noble Warbey,Warbey,William,1903-08-16,0,1980-05-06,0
10720,Sir Arthur Vere Harvey,Harvey,Arthur,1906-01-31,0,1994-04-05,0
10721,Mr John Diamond,Diamond,Jack,1907-04-30,0,2004-04-03,0
10722,Mr Norman Harold Lever,Lever,Harold,1914-01-15,1,1995-08-06,0
10723,Mr Frederick Lee,Lee,Frederick,1906-08-03,0,1984-02-04,0
10724,Mr William Griffiths,Griffiths,William,1912-04-07,0,1973-04-14,0
10725,Mr Hugh James Delargy,Delargy,Hugh,1908-09-26,1,1976-05-04,0
10726,Mr Hugh Lester Hutchinson,Hutchinson,Hugh,1904-12-13,0,1983-01-04,1
10727,Mr Harold Anthony Nutting,Nutting,Anthony,1920-01-11,0,1999-02-24,1
10728,Mr Emrys Owain Roberts,Roberts,Emrys,1910-09-22,0,1990-10-29,0
10729,Wing Commander Geoffrey Cooper,Cooper,Geoffrey,1907-02-18,0,1995-04-10,1
10730,Lord John Adrian Hope,Hope,John,1912-04-07,0,1996-01-17,0
10731,Mr Thomas Braddock,Braddock,Thomas,1887-01-01,1,1976-12-09,0
10732,Mr Alexander Anderson,Anderson,Alexander,1888-01-01,1,1954-02-11,0
10733,Mr David James Williams,Williams,David,1897-01-01,1,1972-09-12,0
10734,Mr Oliver Eyre Crosthwaite-Eyre,Crosthwaite-Eyre,Oliver,1913-10-14,0,1978-02-03,0
10735,Mr Anthony Richard Hurd,Hurd,Anthony,1901-05-02,0,1966-02-12,0
10736,Major Lyall Wilkes,Wilkes,Lyall,1914-05-19,0,1991-03-28,0
10737,Mr Arthur Blenkinsop,Blenkinsop,Arthur,1911-06-30,0,1979-09-23,0
10738,Mr Ernest Popplewell,Popplewell,Ernest,1899-01-01,1,1977-08-11,0
10739,Mr Edwin George Gooch,Gooch,Edwin,1889-01-01,1,1964-08-02,0
10740,Mr Sidney Dye,Dye,Sidney,1900-08-24,1,1958-12-09,0
10741,Mr Christopher Paget Mayhew,Mayhew,Christopher,1915-06-12,0,1997-01-07,0
10742,Mr Reginald Thomas Paget,Paget,Reginald,1908-09-02,0,1990-01-02,0
10743,Sir John Galway Foster,Foster,John,1903-02-21,0,1982-02-01,0
10744,Mr John Paton,Paton,John,1886-01-01,1,1976-12-14,0
10745,Mr Geoffrey Stanley De Freitas,De Freitas,Geoffrey,1913-04-07,0,1982-08-10,1
10746,Mr James Harrison,Harrison,James,1899-01-01,1,1959-05-02,0
10747,Mr Henry Norman Smith,Smith,Henry,1890-01-01,1,1962-12-21,0
10748,Mr Tom O'Brien,O'Brien,Tom,1900-08-17,0,1970-05-05,0
10749,Mr Frank Fairhurst,Fairhurst,Frank,1892-01-01,1,1953-08-30,0
10750,Mr Charles Leslie Hale,Hale,Charles,1902-07-13,0,1985-05-09,0
